,target,text
442,0,开始于十多年前的第一波互联网革命，带给我们是爆炸的信息量，而且80%是垃圾信息。现在我们需要的是信息过滤器，帮助我们了解这些信息是哪里来的，那些信息对我们有用，那些信息可以传播，那些信息可以再加工转换为价值。。。
2067,0,不爱的时候，心情最为平静，心态最为平稳，性情最为淡泊，与他人最好相处。没有多余的热情，没有多疑的猜忌，没有受伤的敏感，没有变态的恼怒，没有期望的焦虑，没有失望的伤心，没有不着边际的幻想。不爱的时候，才能感觉到彻底的心灵上的自由和解放，有时候，不爱才是最好的状态。
630,0,#冷兔晚安时间#放学回家，一对双胞胎姐妹兴奋地告诉爸爸：“老爸，今天我们全班同学要选一位最帅的爸爸，结果你当选了。” 爸爸很高兴，问怎么会当选的。 双胞胎姐妹说：“同学们都投自己老爸的票，我们有两票，所以你当选了！” [转]
557,1,#生活热点# 【信不信由你】如果你被匪徒挟持要求输入提款机密码， 你可以用倒输入密码的方式去间接报警。例如你的密码是123456的話，你可以输入654321，提款机会识别到你是以倒输方式输入密码，提款机会按你要求吐出金额，但是会在匪徒不知情的情況下通知警方！ 請尽可能告诉給每一個人~~~~~~~~~
2659,1,紧急通知大家千万不要购买樱桃：今年樱桃里寄生了一种蛆虫，几乎100%的樱桃里面都有。实验方法：找最好看最新鲜的樱桃，放透明玻璃杯中，倒进水去后放点盐，大约2分钟就会看到这些蛆虫从完好的表皮往外钻。求扩散！ [抓狂][抓狂][抓狂]@温州草根新闻 
935,0,【SoLoMo】美国KPCB老大约翰·杜尔今年2月的时候第一次提出了SoLoMo这个概念，他把最热的三个关键词整合到了一起：Social（社交）、Local（本地化）和Mobile（移 动）。过去几年，我一直在投资移动互联网和社区公司，也顺应了这个潮流，米聊争取成为这个潮流最火爆的产品。欢迎更多的人加入米聊团队！
3078,0,今天参加了麻花年末戏的发布会！谢谢这位叫KUNKUN姑娘的画！神韵很足！而且把我画帅了！我在这表示深深的感谢！为啥我从来不提我干过什么！因为我不想让这么多素昧谋面的人为我操心！每个人都有属于自己生活！我们只是生活中的调剂品！千万别让自己生活失去重心！谢谢那些曾经为我操过心的人！保重！
740,1,【央视员工爆料：广西惊现帝王局长】 广西都安民政局长黄某一个人吃着509份底保，九套房子，6个老婆。三老婆刘茹跟人偷情被局长打，不服，报料：各位后宫电话：江素：15078554853黄鹂：18777887596张晓：15078070889阿萍：13478865543丽丽：13877860659第二轮反腐开始，大家速速顶起。@新华社中国网事
3,1,2月18号那天简直就是一场噩梦！早上5点多，21岁的小陈姑娘在被窝里冷醒了，她想到用电暖宝取暖。当她把充好电的电暖宝拿在手上的时候，电暖宝在小陈的怀里爆掉了。滚烫的液体爆到小陈身上，烫得她哇哇大叫。http://t.cn/zYOcu87
3358,1,【做演员容易吗？】刘翔，你受伤的到底是哪只脚？奥运场上，你提着右脚用左脚单跳到终点，可是，央视报道画面中，你打上石膏的却是左脚！另外，你那石膏打得很不专业，国内大医院已经很少用你那石膏材料了，取而代之的是高分子材料，英国却还在用石膏材料？是你在作假还是央视在作假？
927,0,【俄媒：如受制裁 俄罗斯考虑立法没收欧美企业及个人在俄资产[吃惊]】据俄罗斯法律信息通讯社（Russian Legal Information Agency）消息，俄罗斯联邦议会（上议院）正在起草一份法案，内容是如果欧美对俄罗斯实行制裁，俄罗斯将有权没收欧美企业及个人在俄资产。http://t.cn/8FDR37Z
1586,1,有人想等女友跑完马拉松后向她求婚，不料她却惨遭丧生。好好珍惜身边的人，你永远不知道明天和意外哪个会先来。 
2202,1,40分钟的生命权值多少钱？美国一死囚执行死刑前，照例大吃一顿。这家伙吃了大餐还喝了红酒，没想突发脑溢血当场挂了。比执行死刑早死了40分钟。其亲属因此状告监狱：救护不力，明知高血压还让喝酒，让死囚丧失了本应享受40分钟的美好生命。官司赢了。40分钟的价值是350万美元。（网摘）
820,1,#杭州校园雅安地震专题报道#【搜救犬牺牲，同样是生命，为它默哀吧】昨天下午一只军用搜救犬发现一位大爷，它就钻进里面，结果塌陷了，当战士们将其挖出的时候，发现军犬的内脏已经砸烂，这只狗狗在这几天已经发现了35名幸存者，有32名获救。听到噩耗，狗的主人负责人李指导像失去孩子父亲般失声痛哭。
887,1,"千古奇闻 求证@李和平律师: 特大新闻：原温州瓯2010年9月29日原温州瓯海区委书记谢再兴杀害情妇 已被执行死刑 ,2013年4月被执行死刑三年后谢再兴又被人发现复活。那么，当年初执行死刑的是一个替身了。中国啊，中国啊！您也真的是太特色了！太可怕了！@中国奇闻 @长江直播"
3264,0,太恐怖了吧，但愿只是明星的自我炒作！http://t.cn/hryisl
2073,1,最荒唐无耻的的提议！60年后再公开官员财产！人民日报刊文《让新提拔官员公开财产为何更可行》宣称“20年后公开县级，再过20年公开市级。20年公开省级。直到这种方式用到最高层！经过60年，再转为全面实行财产公示。”如此荒唐的提议竟获政府默认！不要说60年，10年后，会发生什么，谁也不敢保证
1588,1,【酒吧一帅气男子当场阉割，场面惨烈！！！】@小北京不北同学 近日， 某酒吧 一黑E牌照的白色保时捷 下来4个人 进入该酒吧 将一帅气男子当场阉割 场面惨烈.... ps:这是得罪了哪位大哥啊。。。。。。[衰]（ via：五彩北京）  
2163,1,【律师称李天一第一个与女子发生关系 不构成轮奸】李双江之子李天一涉嫌强奸罪，于7日被批捕。76人律师团领队、法律大学副校长张爱国教授对媒体表示，李因第一个与被害女子发生性关系，不构成轮奸罪，只判罚较轻的强奸罪批捕。ps 尼玛！这个故事告诉我们，为什么从小要力争第一！​
408,1,"有一个日本人我们不能骂!他是矢野浩二,回国后被本族人打了,浩二应该得到我们的尊敬,那次天天向上直播谈到日本侵华战争的时候,浩二没有说话,而是跪下来给观众道歉,据说浩二被打住院后日本右翼分子仍不肯放过浩二,还扬言要蹂躏他女朋友,但是浩二却高声叫道：没人能阻止我爱中国! 为他转发吧。"
1462,1,【湾仔码头水饺吃出饰品珠子】网友@minami_e 爆料:女儿在@湾仔码头WanChaiFerry 的水饺里竟然吃出了2颗饰品珠子，承诺产品质量安全的湾仔码头，安全何在！难道我们有幸吃到了戴耳环的时髦猪！真是三生有幸啊[衰]这哪儿是湾仔码头，分明是湾仔河蚌水饺。
2836,1,【网友爆料】9月10 日下午1点48分，宁波妇儿医院，一妇女及一婴儿在住院楼跳楼，抢救无效死亡，公安部门现正调查。传妇女是因小孩病重，负担不起昂贵的医疗费，带着仅四个月的宝宝楼跳楼。同胞妇女儿童利益都无法保障，却在叫嚣着用核弹保卫钓鱼岛的，你疯了吗？​
225,1,【让人心碎，他本打算在终点线求婚的】推特账户YourGentleman发推文披露一男子本打算在马拉松比赛终点线向参加比赛的女友求婚，怎料女友在爆炸案中不幸丧生，自此天人永隔。他在推文中这样写道：“这……让人心碎。他本打算在终点线求婚的”。。。。by网站分析公会 [伤心]
2823,1,灾难片《先知》，动作片《勇闯夺命岛》，暴力片《变脸》，场面片《遇见未来》，战争片《风语者》，情感片《恶灵骑士》，爱情片《天使之城》，经典片《国家宝藏》，惊悚片《世贸中心》，悬疑片《8毫米》......，这些都成了记忆，刚才消息：偶像尼古拉斯·凯奇于美时1月17日滑雪意外丧生，人生定格49岁！
2885,0,剛剛去搜索染髮的危害/////看得我好痛苦....[c震惊哭]@羅志祥 總之染髮的危害很大..不要染髮了....一次性變回黑色///原生態的黑色///然後慢慢留成羅生頭/潮男頭/獨一無二頭/還是娛百頭都可以/ 健康最重要//你什麽頭我們都愛//
3081,0,【马国明否认暗追胡杏儿】TVB情侣档胡杏儿黄宗泽分手后，有关两人的传闻不断。日前，港媒又曝出马国明暗恋胡杏儿多年，最近因合作新戏《恋爱季节》对胡杏儿展开追求攻势。对此，马国明在拍片现场作出回应，澄清两人的绯闻纯属谣传。详情：http://t.cn/zWOAqgD 视频：http://t.cn/zWOLdu6 （新娱）
1717,0,这张看镜头的大头讹血照本来打算私藏的，但是想想还是拿出来分享吧，毕竟远在外地很多JMS不能亲眼看到翡翠，所以拿这个作为晚安图~友情提示：慎点大图= = ps花絮，在准备唱天涯明月刀之前，哇还是像以前一样和LM互动，很体贴的说，是不是长途跋涉来到这里，大家辛苦了云云。我身边那位瞬间眼睛红了……
519,0,每个人都有爱陈奕迅的一首歌，我先来，浮夸。你呢？接下去～  
2483,0,#百威channel威#热舞皇后Dita Von Teese 助阵Monarchy新单《Disintegration》Monarchy充满迷幻色彩的歌声，游走在热舞皇后Dita白皙的肌肤上，威粉们别想歪噢http://t.cn/zjgiGP8 
2130,0,据说在夜间常熬夜，情绪低落，略带伤感的人，在白天和同伴在一起是总是最嗨得那一个，或者说是看起来最嗨的那一个。好像说的就是你和我。。。
3231,1,【中国父子】博士和他的父亲，这国家，一孩子读书能把老父亲读成野人。拼尽全身全心全血全汗送个孩子读书！ 中国当代社会的真实写照。
2784,0,年轻时无论如何要确立一个目标。一克服懒惰消极靠目标。没目标就瞎混，一天到晚打牌玩游戏睡懒觉。二克服怨天尤人靠目标。没目标就牢骚满腹，小小年纪，什么都没干就学出一付失意老者的尖酸刻薄，一肚皮不合时宜，一脑子愤愤不平，觉得全世界对不起你。最无聊。古语说：“品卑由于无志。”定方向要努力
1302,0,#微寓言#  一群白领愤怒地向老板抱怨：“我们受够了周一的辛苦！” 老板很快做了回复：“周日后一日改称周六，然后是周五、周四依序倒数，这样你们过完周日、六双休日，立刻就是周五，要过好几天才到周一。” 白领们脸上洋溢着笑容，幸福地回去继续工作了。
1825,0,#TVB周刊#【專訪】對@曹永廉Raymond 來說，娛圈是個不斷磨練人鬥志的地方，若缺乏鬥志就隨時「玩完」。時至今日，未知他鬥志還剩多少？他笑說：「近排鬥志又高返啦」多年來...  --发布到微刊《TVB周刊》http://t.cn/zjtQPgm
3275,1,"据@小龍微观察 揭露【猪都笑了.大家都来围观,这就是天朝的官员】#四川雅安7级地震#湖南省张副省长一顿只吃一个菜 ，在接受电视台采访时大谈廉政感想。尼玛坐在这么豪华的包厢吃半盘菜装B，作秀过了头，让人深感恶心和虚伪！[抓狂]"
